Error_NR Error_NR_EX
4.83212126177417e-08 2.56409304929332e-05
3.59735810895348e-08 2.50005130444631e-05
2.43477927271019e-08 2.43641716850171e-05
1.36893349909805e-08 2.37327400671701e-05
5.6682662699659e-09 2.31071041676726e-05
8.98340964159199e-09 2.24881923796119e-05
1.69577994127536e-08 2.187696465794e-05
2.46810179393976e-08 2.12744010510061e-05
3.17003271416973e-08 2.06814900011567e-05
3.79232587739649e-08 2.0099216842551e-05
4.33220637146964e-08 1.95285529654488e-05
4.78917071561341e-08 1.89704461487188e-05
5.16393777339235e-08 1.84258125875459e-05
5.45807237517077e-08 1.78955311516816e-05
5.67379989356481e-08 1.73804404044509e-05
5.81388781324813e-08 1.68813388841114e-05
5.88155232397613e-08 1.63989890951852e-05
5.88037629038989e-08 1.59341255721064e-05
5.81423372070461e-08 1.5487467253674e-05
5.68721798121214e-08 1.5059734245961e-05
5.50357380913211e-08 1.46516688379237e-05
5.2676334007407e-08 1.42640603711566e-05
4.98375651998264e-08 1.3897773247582e-05
4.65627570824208e-08 1.35537769810357e-05
4.28944635762228e-08 1.32331767655447e-05
3.8874033592266e-08 1.29372425582975e-05
3.45412497137168e-08 1.26674341817907e-05
2.99340723841575e-08 1.24254194904042e-05
2.50885582477326e-08 1.22130823055628e-05
2.00391989945132e-08 1.20325167192074e-05
1.48205788830978e-08 1.18860046467506e-05
9.47554358796963e-09 1.17759743404545e-05
4.13029097517492e-09 1.17049390620952e-05
2.36893572643835e-09 1.16754172633719e-05
7.66541931554181e-09 1.16898382452172e-05
1.33832119162496e-08 1.17504399504243e-05
1.92015139651017e-08 1.18591676787293e-05
2.50817115023585e-08 1.20175834668215e-05
3.10081683817359e-08 1.22267951953675e-05
3.69713604536749e-08 1.24874121206267e-05
4.29644047492974e-08 1.27995299379554e-05
4.89817367879576e-08 1.31627444703758e-05
5.50182933841623e-08 1.35761895704494e-05
6.10688433174469e-08 1.40385925096452e-05
6.71273622642428e-08 1.45483392863105e-05
7.31864257453868e-08 1.51035427810366e-05
7.92366134041773e-08 1.5702108088529e-05
8.52659266707435e-08 1.63417911562458e-05
9.12592273348959e-08 1.70202486263922e-05
9.71977002486822e-08 1.77350782512988e-05
1.03058349051796e-07 1.848385029216e-05
1.08813524015384e-07 1.92641309564555e-05
1.14430496481165e-07 2.00734992262005e-05
1.1987106554909e-07 2.09095584963983e-05
1.25091220672762e-07 2.17699443471877e-05
1.30040844471157e-07 2.26523296149539e-05
1.3466347142368e-07 2.35544277338593e-05
1.38896107618659e-07 2.44739951246132e-05
1.42669117903134e-07 2.54088332474755e-05
1.45906203619165e-07 2.63567907851231e-05
1.48524492023174e-07 2.73157663180782e-05
1.50434785373159e-07 2.82837117554329e-05
1.51542020129107e-07 2.92586367198471e-05
1.51746052427779e-07 3.02386140387477e-05
1.50942914197763e-07 3.12217864347618e-05
1.49026804739019e-07 3.22063744989848e-05
1.45893277616928e-07 3.31906859775121e-05
1.41444366162531e-07 3.41731263894707e-05
1.35597161580313e-07 3.51522109472166e-05
1.28298587554529e-07 3.61265777253529e-05
1.19552121512172e-07 3.70950019774302e-05
1.09468535632332e-07 3.80564114359768e-05
9.83669516241341e-08 3.90099023804893e-05
8.69810514595835e-08 3.9954756172418e-05
7.68546660324984e-08 4.08904558692532e-05
